"233288440983323013"	"JD233288440983323013"	"DIRECT_INVESTMENT"	"CHANNEL_COMPENSATION"	"233250664675742209"	"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"233288432512602628"	"233247575352742400"	"100"	"A"	"545"	"3"	"1"	"NATURAL_MONTH"	"90"	"0.08"	"0.08"	"0.08"	"0.09"	"0.12"	"0.12"	"YEAR_RATES"	"0.08"	"0.08"	"0.09"	"IPMLC_HX"	"RENTAL_INCOME"	"ENTERPRISE_OPERATION"	"7/6/2018 21:02:29"	"CLEARED"			"233250664675742209"	"7/6/2018 00:00:00"	"CLEARED"	"234150615528436352"	"1528376539251"		"已结清"	"7/6/2018 22:00:02"	"0"	"0"							"233247575352742400"	"233250664675742209"	"7/6/2018 21:02:29"	"7/9/2018 03:49:40"
"233309023582290312"	"JD233309023582290312"	"DIRECT_INVESTMENT"	"CHANNEL_COMPENSATION"	"233250664675742209"	"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"233309020522222089"	"233247575352742400"	"100"	"A"	"480"	"3"	"1"	"NATURAL_MONTH"	"90"	"0.08"	"0"	"0.08"	"0.09"	"0.12"	"0.12"	"YEAR_RATES"	"0.08"	"0.08"	"0.09"	"IPMLC_HX"	"RENTAL_INCOME"	"ENTERPRISE_OPERATION"	"7/6/2018 21:43:22"	"WITHDRAWAL"			"233250664675742209"		"WITHDRAWAL"	"233315714931552899"	"1528378981660"		"撤贷"		"0"	"0"							"233247575352742400"	"233250664675742209"	"7/6/2018 21:43:22"	"7/9/2018 03:49:40"
"233826770347099144"	"JD233826770347099144"	"DIRECT_INVESTMENT"	"CHANNEL_COMPENSATION"	"233250664675742209"	"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"233309020522222089"	"233247575352742400"	"200"	"A"	"480"	"3"	"1"	"NATURAL_MONTH"	"90"	"0.08"	"0.08"	"0.08"	"0.09"	"0.12"	"0.12"	"YEAR_RATES"	"0.08"	"0.08"	"0.09"	"IPMLC_HX"	"RENTAL_INCOME"	"ENTERPRISE_OPERATION"	"8/6/2018 14:52:03"	"CLEARED"			"233250664675742209"	"8/6/2018 00:00:00"	"CLEARED"	"236302322555342594"	"1528440702739"		"已结清"	"8/6/2018 16:50:01"	"0"	"0"							"233247575352742400"	"233250664675742209"	"8/6/2018 14:52:03"	"7/9/2018 03:49:40"
"233855574771762181"	"JD233855574771762181"	"DIRECT_INVESTMENT"	"CHANNEL_COMPENSATION"	"233250664675742209"	"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"233288432512602628"	"233247575352742400"	"100"	"A"	"545"	"3"	"1"	"NATURAL_MONTH"	"90"	"0.08"	"0.08"	"0.08"	"0.09"	"0.12"	"0.12"	"YEAR_RATES"	"0.08"	"0.08"	"0.09"	"IPMLC_HX"	"RENTAL_INCOME"	"ENTERPRISE_OPERATION"	"8/6/2018 15:49:16"	"CLEARED"			"233250664675742209"	"8/6/2018 00:00:00"	"CLEARED"	"236292165746225792"	"1528444140596"		"已结清"	"8/6/2018 17:10:01"	"0"	"0"							"233247575352742400"	"233250664675742209"	"8/6/2018 15:49:16"	"7/9/2018 03:49:40"
"236611931488911750"	"JD236611931488911750"	"DIRECT_INVESTMENT"	"CHANNEL_COMPENSATION"	"233250664675742209"	"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"233288432512602628"	"233247575352742400"	"100"	"A"	"545"	"3"	"1"	"NATURAL_MONTH"	"90"	"0.08"	"0"	"0.08"	"0.09"	"0.12"	"0.12"	"YEAR_RATES"	"0.08"	"0.08"	"0.09"	"IPMLC_HX"	"STORE_SALES_REVENUE"	"PURCHASING_GOODS"	"12/6/2018 11:05:40"	"WITHDRAWAL"					"WITHDRAWAL"	"236618371431592580"	"1528772715754"		"撤贷"		"0"	"0"							"233247575352742400"	"233252489195936384"	"12/6/2018 11:05:40"	"7/9/2018 03:49:40"
"236624365679281159"	"JD236624365679281159"	"DIRECT_INVESTMENT"	"CHANNEL_COMPENSATION"	"233250664675742209"	"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"236624361881019143"	"233247575352742400"	"100"	"A"	"515"	"3"	"1"	"NATURAL_MONTH"	"90"	"0.08"	"0.08"	"0.08"	"0.09"	"0.12"	"0.12"	"YEAR_RATES"	"0.08"	"0.08"	"0.09"	"IPMLC_HX"	"BUSINESS_INCOME"	"ENTERPRISE_OPERATION"	"12/6/2018 11:30:22"	"CLEARED"			"233250664675742209"	"12/6/2018 00:00:00"	"CLEARED"	"237296568368287493"	"1528774199483"		"已结清"	"12/6/2018 11:50:06"	"0"	"0"							"233247575352742400"	"233250664675742209"	"12/6/2018 11:30:22"	"8/11/2018 19:13:28"
"236703734519038338"	"JD236703734519038338"	"DIRECT_INVESTMENT"	"RISK_SELF_SUPPORT"		"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"236665941274862342"	"233247575352742400"	"1000"			"10"	"1"	"NATURAL_MONTH"	"300"	"0.1"	"0"	"0.08"	"0.09"	"0.052"	"0.052"	"YEAR_RATES"	"0.1"	"0.08"	"0.09"	"AC"	"WAGES_AND_SALARIES"	"DAILY_CONSUMPTION"	"12/6/2018 14:08:04"	"SUBMITTING"					"SUBMITTING"	"236703734560883072"	"1357"		"保存:"		"1"	"0"							"233252489195936384"	"233252489195936384"	"12/6/2018 14:08:04"	"7/9/2018 03:49:40"
"236709224191903234"	"JD236709224191903234"	"DIRECT_INVESTMENT"	"RISK_SELF_SUPPORT"		"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"236665941274862342"	"233247575352742400"	"1000"			"10"	"1"	"NATURAL_MONTH"	"300"	"0.1"	"0"	"0.08"	"0.09"	"0.052"	"0.052"	"YEAR_RATES"	"0.1"	"0.08"	"0.09"	"AC"	"WAGES_AND_SALARIES"	"DAILY_CONSUMPTION"	"12/6/2018 14:18:58"	"SUBMITTING"					"SUBMITTING"	"236709224267302402"	"MJ20180612001"		"保存:"		"1"	"0"							"233252489195936384"	"233252489195936384"	"12/6/2018 14:18:58"	"7/9/2018 03:49:40"
"236717148188443648"	"JD236717148188443648"	"DIRECT_INVESTMENT"	"CHANNEL_COMPENSATION"	"233250664675742209"	"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"236624361881019143"	"233247575352742400"	"100"	"A"	"515"	"3"	"1"	"NATURAL_MONTH"	"90"	"0.08"	"0.08"	"0.08"	"0.09"	"0.12"	"0.12"	"YEAR_RATES"	"0.08"	"0.08"	"0.09"	"IPMLC_HX"	"STORE_SALES_REVENUE"	"PURCHASING_GOODS"	"12/6/2018 14:34:43"	"CLEARED"			"233250664675742209"	"12/6/2018 00:00:00"	"CLEARED"	"237035413796212489"	"1528785267300"		"已结清"	"12/6/2018 14:50:01"	"0"	"0"							"233247575352742400"	"233250664675742209"	"12/6/2018 14:34:43"	"7/9/2018 03:49:40"
"236722695700742536"	"JD236722695700742536"	"DIRECT_INVESTMENT"	"RISK_SELF_SUPPORT"		"NEW"	"CREDIT"	"PRO_VIRTUAL_SHOP"	"电商通"	"299443098474779138"	"236722691466269191"	"233247575352742400"	"1000000"			"10"	"1"	"NATURAL_MONTH"	"300"	"0.1"	"0"	"0.08"	"0.09"	"0.052"	"0.052"	"YEAR_RATES"	"0.1"	"0.08"	"0.09"	"AC"	"WAGES_AND_SALARIES"	"DAILY_CONSUMPTION"	"12/6/2018 14:45:44"	"SUBMITTING"					"SUBMITTING"	"236722695985856904"	"378927939"		"保存:"		"1"	"0"							"233252489195936384"	"233252489195936384"	"12/6/2018 14:45:44"	"7/9/2018 03:49:40"
