"233288441134219652"	"233288440983323013"	"SUBMITTING"	"SUBMITTING"	"保存:"	"233247575352742400"	"233247575352742400"	"7/6/2018 21:02:29"	"7/6/2018 21:02:29"
"233289267034649223"	"233288440983323013"	"AUDITING"	"AUDITING"	"提交:"	"233252489195936384"	"233252489195936384"	"7/6/2018 21:04:07"	"7/6/2018 21:04:07"
"233289271136678531"	"233288440983323013"	"PENDING_STORAGE"	"PENDING_STORAGE"	"风控处理:"	"100000000000000000"	"100000000000000000"	"7/6/2018 21:04:08"	"7/6/2018 21:04:08"
"233289586531562114"	"233288440983323013"	"NO_SET_REPAYMENT"	"NO_SET_REPAYMENT"	"收纳:"	"233252818507520648"	"233252818507520648"	"7/6/2018 21:04:45"	"7/6/2018 21:04:45"
"233309023691243910"	"233309023582290312"	"SUBMITTING"	"SUBMITTING"	"保存:"	"233247575352742400"	"233247575352742400"	"7/6/2018 21:43:22"	"7/6/2018 21:43:22"
"233309572482396805"	"233309023582290312"	"AUDITING"	"AUDITING"	"提交:"	"233252489195936384"	"233252489195936384"	"7/6/2018 21:44:28"	"7/6/2018 21:44:28"
"233309577632993026"	"233309023582290312"	"PENDING_STORAGE"	"PENDING_STORAGE"	"风控处理:"	"100000000000000000"	"100000000000000000"	"7/6/2018 21:44:28"	"7/6/2018 21:44:28"
"233309692665983617"	"233309023582290312"	"NO_SET_REPAYMENT"	"NO_SET_REPAYMENT"	"收纳:"	"233252818507520648"	"233252818507520648"	"7/6/2018 21:44:42"	"7/6/2018 21:44:42"
"233310381739790081"	"233309023582290312"	"SUBMITTING"	"SUBMITTING"	"提交撤贷请求"	"233252489195936384"	"233252489195936384"	"7/6/2018 21:46:04"	"7/6/2018 21:46:04"
"233315714931552899"	"233309023582290312"	"WITHDRAWAL"	"WITHDRAWAL"	"未设置还款计划:撤贷:撤贷处理成功"	"233250664675742209"	"233250664675742209"	"7/6/2018 21:56:40"	"7/6/2018 21:56:40"
"233331374046758403"	"233331373937804809"	"SUBMITTING"	"SUBMITTING"	"保存:"	"233252489195936384"	"233252489195936384"	"7/6/2018 22:27:47"	"7/6/2018 22:27:47"
"233331424579744392"	"233331373937804809"	"AUDITING"	"AUDITING"	"提交:"	"233252489195936384"	"233252489195936384"	"7/6/2018 22:27:53"	"7/6/2018 22:27:53"
"233331428044239494"	"233331373937804809"	"PENDING_STORAGE"	"PENDING_STORAGE"	"风控处理:"	"100000000000000000"	"100000000000000000"	"7/6/2018 22:27:53"	"7/6/2018 22:27:53"
"233334138554470151"	"233288440983323013"	"LOANED"	"LOANED"	"已放款:放款成功"	"233250664675742209"	"233250664675742209"	"7/6/2018 22:33:16"	"7/6/2018 22:33:16"
"233336155855319688"	"233331373937804809"	"NO_SET_REPAYMENT"	"NO_SET_REPAYMENT"	"收纳:"	"233252818507520648"	"233252818507520648"	"7/6/2018 22:37:17"	"7/6/2018 22:37:17"
"233651620406284036"	"233331373937804809"	"SUBMITTING"	"SUBMITTING"	"未设置还款"	"233252818507520648"	"233252818507520648"	"8/6/2018 09:04:03"	"8/6/2018 09:04:03"
"233651620649562753"	"233331373937804809"	"WAIT_FEEDBACK"	"WAIT_FEEDBACK"	"待反馈:测试"	"233250664675742209"	"233250664675742209"	"8/6/2018 09:04:03"	"8/6/2018 09:04:03"
"233673370472992513"	"233288440983323013"	"APPLY_ADVANCE"	"APPLY_ADVANCE"	"提前结清处理中:"	"233252489195936384"	"233252489195936384"	"8/6/2018 09:47:16"	"8/6/2018 09:47:16"
"233826770439275522"	"233826770347099144"	"SUBMITTING"	"SUBMITTING"	"保存:"	"233247575352742400"	"233247575352742400"	"8/6/2018 14:52:03"	"8/6/2018 14:52:03"
"233829936081859205"	"233826770347099144"	"AUDITING"	"AUDITING"	"提交:"	"233252489195936384"	"233252489195936384"	"8/6/2018 14:58:20"	"8/6/2018 14:58:20"
"233829941341516420"	"233826770347099144"	"PENDING_STORAGE"	"PENDING_STORAGE"	"风控处理:"	"100000000000000000"	"100000000000000000"	"8/6/2018 14:58:21"	"8/6/2018 14:58:21"
"233830368883691267"	"233826770347099144"	"NO_SET_REPAYMENT"	"NO_SET_REPAYMENT"	"收纳:"	"233252818507520648"	"233252818507520648"	"8/6/2018 14:59:12"	"8/6/2018 14:59:12"
"233855574821995527"	"233855574771762181"	"SUBMITTING"	"SUBMITTING"	"保存:"	"233247575352742400"	"233247575352742400"	"8/6/2018 15:49:16"	"8/6/2018 15:49:16"
"233856046370836231"	"233855574771762181"	"AUDITING"	"AUDITING"	"提交:"	"233252489195936384"	"233252489195936384"	"8/6/2018 15:50:13"	"8/6/2018 15:50:13"
"233856049919226504"	"233855574771762181"	"PENDING_STORAGE"	"PENDING_STORAGE"	"风控处理:"	"100000000000000000"	"100000000000000000"	"8/6/2018 15:50:13"	"8/6/2018 15:50:13"
"233856183658794761"	"233855574771762181"	"NO_SET_REPAYMENT"	"NO_SET_REPAYMENT"	"收纳:"	"233252818507520648"	"233252818507520648"	"8/6/2018 15:50:29"	"8/6/2018 15:50:29"
