"236703735374860423"	"管理费"	"236703734519038338"	"INITIAL_FEE"	"FIXED_CHARGING"	"500"	"0"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:08:04"	"12/6/2018 14:08:04"	"0"
"236703736423419396"	"管理费"	"236703734519038338"	"MIDTERM_FEE"	"RATE_CHARGING"	"0"	"5"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:08:04"	"12/6/2018 14:08:04"	"0"
"236703736943530113"	"管理费"	"236703734519038338"	"TERMINAL_FEE"	"FIXED_CHARGING"	"10000"	"0"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:08:04"	"12/6/2018 14:08:04"	"0"
"236709224594705926"	"管理费"	"236709224191903234"	"INITIAL_FEE"	"FIXED_CHARGING"	"500"	"0"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:18:58"	"12/6/2018 14:18:58"	"0"
"236709224762495104"	"管理费"	"236709224191903234"	"MIDTERM_FEE"	"RATE_CHARGING"	"0"	"5"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:18:58"	"12/6/2018 14:18:58"	"0"
"236709224921861639"	"管理费"	"236709224191903234"	"TERMINAL_FEE"	"FIXED_CHARGING"	"10000"	"0"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:18:58"	"12/6/2018 14:18:58"	"0"
"236722696195854467"	"管理费"	"236722695700742536"	"INITIAL_FEE"	"FIXED_CHARGING"	"500"	"0"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:45:44"	"12/6/2018 14:45:44"	"0"
"236722696338443778"	"管理费"	"236722695700742536"	"MIDTERM_FEE"	"RATE_CHARGING"	"0"	"0.05"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:45:44"	"12/6/2018 14:45:44"	"0"
"236722696447512708"	"管理费"	"236722695700742536"	"TERMINAL_FEE"	"FIXED_CHARGING"	"10000"	"0"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:45:44"	"12/6/2018 14:45:44"	"0"
"236724126378020994"	"管理费"	"236724126067475976"	"INITIAL_FEE"	"FIXED_CHARGING"	"500"	"0"			"233252489195936384"	"233252489195936384"	"12/6/2018 14:48:34"	"12/6/2018 14:48:34"	"0"
