"201811080000000001"	"233250664675742209"	"PRO_CONSUMPTION"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000002"	"233250664675742209"	"PRO_CONSUMPTION"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000003"	"233250664675742209"	"PRO_PAYROLL"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000004"	"233250664675742209"	"PRO_PAYROLL"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000005"	"233250664675742209"	"PRO_GUARANTEE_SLIP"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000006"	"233250664675742209"	"PRO_GUARANTEE_SLIP"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000007"	"233250664675742209"	"PRO_CREDIT"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000008"	"233250664675742209"	"PRO_CREDIT"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000009"	"233250664675742209"	"PRO_HOUSE"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000010"	"233250664675742209"	"PRO_HOUSE"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000011"	"233250664675742209"	"PRO_EDUCATION"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000012"	"233250664675742209"	"PRO_EDUCATION"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000013"	"233250664675742209"	"PRO_EQUIPMENT"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000014"	"233250664675742209"	"PRO_EQUIPMENT"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000015"	"233250664675742209"	"PRO_DECORATION"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000016"	"233250664675742209"	"PRO_DECORATION"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000017"	"233250664675742209"	"PRO_VIRTUAL_INFORMATION"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000018"	"233250664675742209"	"PRO_VIRTUAL_INFORMATION"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:23"	"8/11/2018 18:46:23"
"201811080000000019"	"233250664675742209"	"PRO_VIRTUAL_SHOP"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"233252818507520648"	"8/11/2018 18:46:23"	"8/11/2018 20:49:19"
"201811080000000020"	"233250664675742209"	"PRO_VIRTUAL_SHOP"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"233252818507520648"	"8/11/2018 18:46:23"	"8/11/2018 21:04:49"
"201811080000000021"	"233250664675742209"	"PRO_ENTITY_ENTERPRISE"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:24"	"8/11/2018 18:46:24"
"201811080000000022"	"233250664675742209"	"PRO_ENTITY_ENTERPRISE"	"CONTINUE"	"0.036"			"0"	"0"	"100000000000000001"	"233252818507520648"	"8/11/2018 18:46:24"	"8/11/2018 20:21:25"
"201811080000000023"	"233250664675742209"	"PRO_CAR"	"NEW"	"0.036"			"0"	"0"	"100000000000000001"	"100000000000000001"	"8/11/2018 18:46:24"	"8/11/2018 18:46:24"
