"144530048546744328"	"100000000000000001"	"143379317194205184"	"1"	"100000000000000001"	"100000000000000001"	"5/2/2018 09:56:08"	"5/2/2018 09:56:08"
"157725222194096135"	"100000000000000001"	"146722209426024450"	"1"	"100000000000000001"	"100000000000000001"	"23/2/2018 14:51:34"	"23/2/2018 14:51:34"
"157734811052517383"	"100000000000000001"	"143379317194205184"	"1"	"100000000000000001"	"100000000000000001"	"23/2/2018 15:10:37"	"23/2/2018 15:10:37"
"162092204314044416"	"100000000000000001"	"143379317194205184"	"1"	"100000000000000001"	"100000000000000001"	"1/3/2018 15:28:54"	"1/3/2018 15:28:54"
"228031050058541057"	"228031049152571394"	"228030890331056131"	"0"	"100000000000000001"	"100000000000000001"	"31/5/2018 14:56:19"	"31/5/2018 14:56:19"
"228031194678142979"	"228031194082551808"	"228030758210480130"	"0"	"100000000000000001"	"100000000000000001"	"31/5/2018 14:56:36"	"31/5/2018 14:56:36"
"231560319720204290"	"228031049152571394"	"231560266662258688"	"0"	"100000000000000001"	"100000000000000001"	"5/6/2018 11:48:17"	"5/6/2018 11:48:17"
"231560775817209861"	"228031194082551808"	"231560454676129792"	"0"	"100000000000000001"	"100000000000000001"	"5/6/2018 11:49:12"	"5/6/2018 11:49:12"
"231560820058728448"	"100000000000000001"	"231560628899129347"	"1"	"100000000000000001"	"100000000000000001"	"5/6/2018 11:49:17"	"5/6/2018 11:49:17"
"233252490127056771"	"233252489195936384"	"233252077189454468"	"1"	"100000000000000001"	"233252489195936384"	"7/6/2018 19:51:03"	"7/6/2018 19:51:03"
"233252818968878984"	"233252818507520648"	"233252234375191171"	"1"	"100000000000000001"	"100000000000000001"	"7/6/2018 19:51:42"	"7/6/2018 19:51:42"
"233253143205355395"	"233252818507520648"	"233252234375191171"	"0"	"100000000000000001"	"100000000000000001"	"7/6/2018 19:52:21"	"7/6/2018 19:52:21"
"233253354145292167"	"233252489195936384"	"233252077189454468"	"1"	"100000000000000001"	"233252489195936384"	"7/6/2018 19:52:46"	"7/6/2018 19:52:46"
"237526674386705031"	"237526673120010119"	"233252077189454468"	"0"	"100000000000000001"	"100000000000000001"	"13/6/2018 17:23:06"	"13/6/2018 17:23:06"
"237528061082312583"	"237528059773704834"	"233252077189454468"	"1"	"100000000000000001"	"233252489195936384"	"13/6/2018 17:25:51"	"13/6/2018 17:25:51"
"237531874954543881"	"237531873654329605"	"233252234375191171"	"0"	"233252818507520648"	"233252818507520648"	"13/6/2018 17:33:26"	"13/6/2018 17:33:26"
"243827946115015428"	"100000000000000001"	"233245728137256836"	"1"	"100000000000000001"	"100000000000000001"	"22/6/2018 10:02:36"	"22/6/2018 10:02:36"
"247478749627388421"	"247478748973081346"	"237526850220294533"	"1"	"100000000000000001"	"100000000000000001"	"27/6/2018 10:56:05"	"27/6/2018 10:56:05"
"247480103708103173"	"247480103313842950"	"233252234375191171"	"0"	"100000000000000001"	"100000000000000001"	"27/6/2018 10:58:47"	"27/6/2018 10:58:47"
"247482430213038848"	"247482429818769928"	"233252077189454468"	"0"	"100000000000000001"	"100000000000000001"	"27/6/2018 11:03:24"	"27/6/2018 11:03:24"
"248155273850491393"	"248155272734806536"	"233252077189454468"	"0"	"100000000000000001"	"100000000000000001"	"28/6/2018 09:20:13"	"28/6/2018 09:20:13"
"252523138007405060"	"252523137353097089"	"233252077189454468"	"0"	"100000000000000001"	"100000000000000001"	"4/7/2018 09:58:23"	"4/7/2018 09:58:23"
"267202088646201345"	"267202087807321090"	"267201996354716678"	"0"	"233252489195936384"	"233252489195936384"	"24/7/2018 16:02:51"	"24/7/2018 16:02:51"
